,all_hits,description,hit_num,name,species
344,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_MCHY01000013.1 Ammoniphilus oxalaticus strain RAOx-1 contig_9, whole genome shotgun sequence",3.0,NZ_MCHY01000013.1,Ammoniphilus oxalaticus
345,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_MUNY01000094.1 Algoriphagus sp. A40 NODE_50_length_9359_cov_8.22855_ID_99, whole genome shotgun sequence",4.0,NZ_MUNY01000094.1,Algoriphagus sp.
346,A1_expanded A1_expanded A1_expanded A2_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_NSCM01000192.1 Photorhabdus bodei strain LJ24-63 LJ_63_scf0192, whole genome shotgun sequence",19.0,NZ_NSCM01000192.1,Photorhabdus bodei
347,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_RAWG01000802.1 Corallococcus sicarius strain CA040B NODE_819_239_cov_218.42, whole genome shotgun sequence",4.0,NZ_RAWG01000802.1,Corallococcus sicarius
348,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_JYLO01000042.1 Pseudomonas lactis strain DSM 29167 44_538_65.6399, whole genome shotgun sequence",4.0,NZ_JYLO01000042.1,Pseudomonas lactis
349,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_WSQA01000032.1 Sphingobacterium humi strain JCM 31225 Scaffold32, whole genome shotgun sequence",7.0,NZ_WSQA01000032.1,Sphingobacterium humi
350,A2_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_CP028923.1 Fabibacter pacificus strain 9dcg1 chromosome, complete genome",4.0,NZ_CP028923.1,Fabibacter pacificus
351,A1_expanded A2_expanded TcB_expanded Chitinase_expanded Chitinase_expanded Chitinase_expanded TcC_expanded,"NZ_MUBJ01000149.1 Xenorhabdus vietnamensis strain DSM 22392 Xvie_149, whole genome shotgun sequence",7.0,NZ_MUBJ01000149.1,Xenorhabdus vietnamensis
352,A2_expanded TcB_expanded TcC_expanded,"NZ_JXRA01000201.1 Pedobacter lusitanus strain NL19 Contig201, whole genome shotgun sequence",3.0,NZ_JXRA01000201.1,Pedobacter lusitanus
353,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_JYLD01000037.1 Pseudomonas helleri strain DSM 29165 41_554_147.585, whole genome shotgun sequence",12.0,NZ_JYLD01000037.1,Pseudomonas helleri
354,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_BDBY01000492.1 Nocardia pseudovaccinii NBRC 100343, whole genome shotgun sequence",3.0,NZ_BDBY01000492.1,Nocardia pseudovaccinii
355,A2_expanded TcB_expanded TcB_expanded TcC_expanded,"NZ_LIPP01000561.1 Streptomyces aurantiacus strain NRRL ISP-5412 ISP-5412_contig_561, whole genome shotgun sequence",4.0,NZ_LIPP01000561.1,Streptomyces aurantiacus
356,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_AHAM01000375.1 Mesorhizobium alhagi CCNWXJ12-2 contig398, whole genome shotgun sequence",3.0,NZ_AHAM01000375.1,Mesorhizobium alhagi
357,A2_expanded Chitinase_expanded TcdA1_expanded,"NZ_BBXG01000036.1 Herbidospora cretacea strain NBRC 15474, whole genome shotgun sequence",3.0,NZ_BBXG01000036.1,Herbidospora cretacea
358,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_BILY01000094.1 Paenibacillus glycanilyticus NBRC 16618 PGL01S_CON00094, whole genome shotgun sequence",4.0,NZ_BILY01000094.1,Paenibacillus glycanilyticus
359,TcB_expanded TcB_expanded TcB_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_VKDC01000148.1 Fulvivirga sp. M361 scaffold148, whole genome shotgun sequence",9.0,NZ_VKDC01000148.1,Fulvivirga sp.
360,A2_expanded TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_FPBA01000069.1 Geodermatophilus amargosae strain DSM 46136, whole genome shotgun sequence",6.0,NZ_FPBA01000069.1,Geodermatophilus amargosae
361,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_SODV01000004.1 Dinghuibacter silviterrae strain DSM 100059 Ga0244717_14, whole genome shotgun sequence",3.0,NZ_SODV01000004.1,Dinghuibacter silviterrae
362,A2_expanded TcB_expanded TcC_expanded,"NZ_WMBA01000144.1 Amycolatopsis sp. RM579 NODE_144_length_1242_cov_34.539910, whole genome shotgun sequence",3.0,NZ_WMBA01000144.1,Amycolatopsis sp.
363,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_FNCO01000054.1 Pseudomonas abietaniphila strain ATCC 700689, whole genome shotgun sequence",7.0,NZ_FNCO01000054.1,Pseudomonas abietaniphila
364,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FCON02000657.1 Caballeronia choica isolate LMG 22940, whole genome shotgun sequence",3.0,NZ_FCON02000657.1,Caballeronia choica
365,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_JJML01000118.1 Neosynechococcus sphagnicola sy1 strain CAUP A 1101 synech5_c859, whole genome shotgun sequence",3.0,NZ_JJML01000118.1,Neosynechococcus sphagnicola
366,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_FQWR01000065.1 Fibrobacter sp. UWCM, whole genome shotgun sequence",7.0,NZ_FQWR01000065.1,Fibrobacter sp.
367,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_JYLH01000043.1 Pseudomonas libanensis strain DSM 17149 46_593_22.0107, whole genome shotgun sequence",6.0,NZ_JYLH01000043.1,Pseudomonas libanensis
368,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_PGGO01000087.1 Phyllobacterium brassicacearum strain STM 196 NODE_10_length_192543_cov_51.3299, whole genome shotgun sequence",3.0,NZ_PGGO01000087.1,Phyllobacterium brassicacearum
369,A2_expanded TcB_expanded TcC_expanded,"NZ_KZ679081.1 Streptomyces dioscori strain A217 scaffold44, whole genome shotgun sequence",3.0,NZ_KZ679081.1,Streptomyces dioscori
370,A2_expanded TcB_expanded TcC_expanded,"WASQ01000153.1 Telmatospirillum sp. isolate SA7853_bin3 NODE_82_length_52138_cov_135.025920, whole genome shotgun sequence",3.0,WASQ01000153.1,Telmatospirillum sp.
371,A1_expanded A1_expanded A2_expanded A2_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP007039.1 Pseudomonas cichorii JBC1, complete genome",13.0,NZ_CP007039.1,Pseudomonas cichorii
372,A2_expanded TcB_expanded Chitinase_expanded TcC_expanded,"NZ_BCQP01000133.1 Actinomadura chibensis NBRC 106107, whole genome shotgun sequence",4.0,NZ_BCQP01000133.1,Actinomadura chibensis
373,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_CP010898.2 Pandoraea vervacti strain NS15 plasmid pPV15, complete sequence",4.0,NZ_CP010898.2,Pandoraea vervacti
374,TcB_expanded TcdA1_expanded TcC_expanded,"NC_021184.1 Desulfallas gibsoniae DSM 7213, complete sequence",3.0,NC_021184.1,Desulfallas gibsoniae
375,TcB_expanded TcdA1_expanded TcC_expanded,"NC_009253.1 Desulfotomaculum reducens MI-1, complete genome",3.0,NC_009253.1,Desulfotomaculum reducens
376,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LVYD01000134.1 Niastella vici strain DJ57 contig99, whole genome shotgun sequence",3.0,NZ_LVYD01000134.1,Niastella vici
377,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_VFIO01000040.1 Pseudomonas saxonica strain DSM 108989 41_579_21.3739, whole genome shotgun sequence",5.0,NZ_VFIO01000040.1,Pseudomonas saxonica
378,TcB_expanded TcB_expanded TcB_expanded TcB_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NC_013947.1 Stackebrandtia nassauensis DSM 44728, complete genome",11.0,NC_013947.1,Stackebrandtia nassauensis
379,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FNJL01000093.1 Acidovorax cattleyae strain DSM 17101, whole genome shotgun sequence",3.0,NZ_FNJL01000093.1,Acidovorax cattleyae
380,A2_expanded TcB_expanded TcC_expanded,"NZ_MVHE01000525.1 Mycobacterium angelicum strain DSM 45057 NODE_543_length_206_cov_1.12583_ID_27409, whole genome shotgun sequence",3.0,NZ_MVHE01000525.1,Mycobacterium angelicum
381,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FMWY01000062.1 Nitrosospira sp. Nsp18, whole genome shotgun sequence",3.0,NZ_FMWY01000062.1,Nitrosospira sp.
382,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP010408.1 Streptomyces vietnamensis strain GIMV4.0001 plasmid pSVL1, complete sequence",3.0,NZ_CP010408.1,Streptomyces vietnamensis
383,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LT605205.1 Proteiniphilum saccharofermentans strain M3/6 chromosome I, complete sequence",3.0,NZ_LT605205.1,Proteiniphilum saccharofermentans
384,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FPBO01000103.1 Massilia namucuonensis strain CGMCC 1.11014, whole genome shotgun sequence",3.0,NZ_FPBO01000103.1,Massilia namucuonensis
385,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_QJUG01000493.1 Micromonosporaceae bacterium CPCC 204380 contig493, whole genome shotgun sequence",3.0,NZ_QJUG01000493.1,Allorhizocola rhizosphaerae
386,TcB_expanded TcdA1_expanded TcC_expanded,"LGGF01000107.1 Desulfotomaculum sp. 46_80 MPI_scaffold_17664, whole genome shotgun sequence",3.0,LGGF01000107.1,Desulfotomaculum sp.
387,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_MKCS01000005.1 Chromobacterium sphagni strain IIBBL 37-2 Cmus_37-2.5, whole genome shotgun sequence",4.0,NZ_MKCS01000005.1,Chromobacterium sphagni
388,TcB_expanded TcdA1_expanded TcC_expanded,"DNUG01000139.1 TPA_asm: Synechococcales bacterium UBA10510 contig_365, whole genome shotgun sequence",3.0,DNUG01000139.1,Synechococcales bacterium
389,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_ABCS01000237.1 Plesiocystis pacifica SIR-1 1103186006062, whole genome shotgun sequence",8.0,NZ_ABCS01000237.1,Plesiocystis pacifica
390,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CM002331.1 Pseudomonas moraviensis R28-S plasmid pR28, whole genome shotgun sequence",6.0,NZ_CM002331.1,Pseudomonas moraviensis
391,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP023695.1 Streptomyces alboniger strain ATCC 12461 chromosome, complete genome",3.0,NZ_CP023695.1,Streptomyces alboniger
392,A2_expanded TcB_expanded TcC_expanded,"NZ_SMFY01000011.1 Ancylobacter aquaticus strain DSM 101 Ga0310526_111, whole genome shotgun sequence",3.0,NZ_SMFY01000011.1,Ancylobacter aquaticus
393,A1_expanded A2_expanded TcB_expanded TcC_expanded,NZ_CP014135.1 Pseudomonas agarici strain NCPPB 2472 genome,4.0,NZ_CP014135.1,Pseudomonas agarici
394,A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_JXDG01000126.1 Pseudomonas batumici strain UCM B-321 Contig_127, whole genome shotgun sequence",6.0,NZ_JXDG01000126.1,Pseudomonas batumici
395,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_PIQI01000031.1 Pantoea rodasii strain DSM 26611 PRCB31, whole genome shotgun sequence",3.0,NZ_PIQI01000031.1,Pantoea rodasii
396,A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_JYLB01000026.1 Pseudomonas lini strain DSM 16768 34_548_12.7559, whole genome shotgun sequence",11.0,NZ_JYLB01000026.1,Pseudomonas lini
397,A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_CP038630.1 Arsenophonus nasoniae strain FIN plasmid pArsFIN18, complete sequence",5.0,NZ_CP038630.1,Arsenophonus nasoniae
398,A2_expanded TcB_expanded TcC_expanded,"NZ_QKTW01000033.1 Taibaiella soli strain R1-15 M2_S3_L001_R1_001__paired__contig_1278, whole genome shotgun sequence",3.0,NZ_QKTW01000033.1,Taibaiella soli
399,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_LOWA01000060.1 Burkholderia singularis strain TSV85 TSV85_9, whole genome shotgun sequence",4.0,NZ_LOWA01000060.1,Burkholderia singularis
400,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP042382.1 Pistricoccus aurantiacus strain CBA4606 chromosome, complete genome",3.0,NZ_CP042382.1,Pistricoccus aurantiacus
401,TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_CP013461.1 Burkholderia stagnalis strain MSMB735WGS chromosome 2, complete sequence",5.0,NZ_CP013461.1,Burkholderia stagnalis
402,A2_expanded TcB_expanded,"NZ_KB902574.1 Lamprocystis purpurea DSM 4197 A39ODRAFT_scaffold_99.100, whole genome shotgun sequence",2.0,NZ_KB902574.1,Lamprocystis purpurea
403,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LWBP01000264.1 Niastella populi strain CCTCC AB 208238 contig99, whole genome shotgun sequence",3.0,NZ_LWBP01000264.1,Niastella populi
404,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LYRP01000050.1 Mangrovibacter phragmitis strain MP23 scaffold9.1, whole genome shotgun sequence",3.0,NZ_LYRP01000050.1,Mangrovibacter phragmitis
405,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_JYLN01000037.1 Pseudomonas paralactis strain DSM 29164 40_527_49.6375, whole genome shotgun sequence",4.0,NZ_JYLN01000037.1,Pseudomonas paralactis
406,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_NITZ01000138.1 Xenorhabdus miraniensis strain DSM 17902 Xmir_138, whole genome shotgun sequence",3.0,NZ_NITZ01000138.1,Xenorhabdus miraniensis
407,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_RJKE01000001.1 Actinocorallia herbida strain DSM 44254 Ga0197506_11, whole genome shotgun sequence",3.0,NZ_RJKE01000001.1,Actinocorallia herbida
408,TcB_expanded TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_VOLC01000068.1 Cyclobacteriaceae bacterium CUG 91308 NODE_68_length_519_cov_319.069_ID_17363, whole genome shotgun sequence",5.0,NZ_VOLC01000068.1,Cyclobacteriaceae bacterium
409,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LFCV01000266.1 Xenorhabdus khoisanae strain MCB contig266, whole genome shotgun sequence",3.0,NZ_LFCV01000266.1,Xenorhabdus khoisanae
410,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_MVIF01000387.1 Mycobacterium persicum strain AFPC-000227 NODE_389_length_202_cov_15.016, whole genome shotgun sequence",3.0,NZ_MVIF01000387.1,Mycobacterium persicum
411,A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_VRLS01000101.1 Mesonia sp. K4-1 NODE_90_length_613, whole genome shotgun sequence",11.0,NZ_VRLS01000101.1,Mesonia sp.
412,A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NC_014723.1 Paraburkholderia rhizoxinica HKI 454 plasmid pBRH02, complete sequence",9.0,NC_014723.1,Paraburkholderia rhizoxinica
413,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NC_016905.1 Shewanella baltica OS678 plasmid pSBAL67801, complete sequence",5.0,NC_016905.1,Shewanella baltica
414,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_WTYM01000063.1 Altererythrobacter salegens strain MCCC 1K01500 246, whole genome shotgun sequence",3.0,NZ_WTYM01000063.1,Altererythrobacter salegens
415,A2_expanded TcB_expanded TcC_expanded,"NZ_QOIO01000184.1 Microvirga aerophila strain DSM 21344 contig184, whole genome shotgun sequence",3.0,NZ_QOIO01000184.1,Microvirga aerophila
416,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FQUQ01000022.1 Pedobacter caeni strain DSM 16990, whole genome shotgun sequence",3.0,NZ_FQUQ01000022.1,Pedobacter caeni
417,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FAOZ01000083.1 Frankia irregularis strain DSM 45899, whole genome shotgun sequence",3.0,NZ_FAOZ01000083.1,Frankia irregularis
418,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_JNZS01000088.1 Micromonospora parva strain NRRL B-2680 contig88.1, whole genome shotgun sequence",4.0,NZ_JNZS01000088.1,Micromonospora parva
419,TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded,"NZ_KQ257877.1 Streptomyces stelliscabiei strain P3825 scf_652_123.1, whole genome shotgun sequence",4.0,NZ_KQ257877.1,Streptomyces stelliscabiei
420,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_KB892704.1 Blautia producta ATCC 27340 = DSM 2950 strain ATCC 27340 B132DRAFT_scaffold_9.10, whole genome shotgun sequence",3.0,NZ_KB892704.1,Blautia producta
421,TcB_expanded TcdA1_expanded TcC_expanded,"AP018273.1 Cylindrospermum sp. NIES-4074 DNA, complete genome",3.0,AP018273.1,Cylindrospermum sp.
422,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LT985385.1 Nocardia suismassiliense strain S-137, whole genome shotgun sequence",3.0,NZ_LT985385.1,Nocardia suismassiliense
423,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_PYAC01000043.1 Micromonospora noduli strain MED15 369.MED15.1_43, whole genome shotgun sequence",3.0,NZ_PYAC01000043.1,Micromonospora noduli
424,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FOBB01000023.1 Chitinophaga rupis strain DSM 21039, whole genome shotgun sequence",3.0,NZ_FOBB01000023.1,Chitinophaga rupis
425,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NC_010162.1 Sorangium cellulosum So ce56, complete sequence",6.0,NC_010162.1,Sorangium cellulosum
426,A2_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcC_expanded,"NZ_JPMW01000007.1 Planobispora rosea strain ATCC 53733 scaffold00007, whole genome shotgun sequence",5.0,NZ_JPMW01000007.1,Planobispora rosea
427,A1_expanded A2_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CPYD01000045.1 Yersinia entomophaga strain CIP110231T, whole genome shotgun sequence",8.0,NZ_CPYD01000045.1,Yersinia entomophaga
428,A1_expanded A2_expanded A2_expanded TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP021135.1 Pseudomonas fragi strain NMC25 plasmid unnamed3, complete sequence",8.0,NZ_CP021135.1,Pseudomonas fragi
429,TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_QXQA01000045.1 Paenibacillus nanensis strain DSM 22867 NODE_45_length_677_cov_50.9436, whole genome shotgun sequence",5.0,NZ_QXQA01000045.1,Paenibacillus nanensis
430,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_FXWP01000029.1 Kosakonia pseudosacchari strain JM-387, whole genome shotgun sequence",6.0,NZ_FXWP01000029.1,Kosakonia pseudosacchari
431,A2_expanded TcB_expanded TcC_expanded,"NZ_AWXZ01000044.1 Lutibaculum baratangense AMV1 contig00019, whole genome shotgun sequence",3.0,NZ_AWXZ01000044.1,Lutibaculum baratangense
432,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_UYJA01000022.1 Pseudomonas bubulae strain Pseudomonas parafragi isolate TH39, whole genome shotgun sequence",5.0,NZ_UYJA01000022.1,Pseudomonas bubulae
433,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LNTU01000041.1 Paramesorhizobium deserti strain A-3-E Scaffold9, whole genome shotgun sequence",3.0,NZ_LNTU01000041.1,Paramesorhizobium deserti
434,A2_expanded TcB_expanded TcC_expanded,"NZ_QNVV01000061.1 Chryseobacterium sp. 7_F195 CONTIG6l, whole genome shotgun sequence",3.0,NZ_QNVV01000061.1,Chryseobacterium sp.
435,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP022121.1 Dehalobacterium formicoaceticum strain DMC chromosome, complete genome",3.0,NZ_CP022121.1,Dehalobacterium formicoaceticum
436,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_SAIQ01000015.1 Edaphocola flava strain HME-24 E4A_Scf_15, whole genome shotgun sequence",3.0,NZ_SAIQ01000015.1,Edaphocola flava
437,A2_expanded TcB_expanded TcC_expanded,"NZ_VCRA01000094.1 Paenibacillus mesophilus strain SYSU K30004 Scaffold94, whole genome shotgun sequence",3.0,NZ_VCRA01000094.1,Paenibacillus mesophilus
438,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP029197.1 Streptomyces venezuelae ATCC 10712 chromosome, complete genome",3.0,NZ_CP029197.1,Streptomyces venezuelae
439,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FOAF01000023.1 Olivibacter domesticus strain DSM 18733, whole genome shotgun sequence",3.0,NZ_FOAF01000023.1,Olivibacter domesticus
440,TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded,"NC_013954.1 Erwinia pyrifoliae Ep1/96 plasmid pEP2.6, complete sequence",4.0,NC_013954.1,Erwinia pyrifoliae
441,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_QKWJ01000248.1 Cupriavidus lacunae strain S23 Cupriavidus_S23_248, whole genome shotgun sequence",3.0,NZ_QKWJ01000248.1,Cupriavidus lacunae
442,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_CP029608.1 Pseudomonas kribbensis strain 46-2 chromosome, complete genome",5.0,NZ_CP029608.1,Pseudomonas kribbensis
443,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_JFHN01000075.1 Erwinia mallotivora strain BT-MARDI contig_75, whole genome shotgun sequence",3.0,NZ_JFHN01000075.1,Erwinia mallotivora
444,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FXBM01000005.1 Rathayibacter oskolensis strain VKM Ac-2121, whole genome shotgun sequence",3.0,NZ_FXBM01000005.1,Rathayibacter oskolensis
445,A2_expanded TcB_expanded TcC_expanded,"NZ_VJZE01000939.1 Streptomyces phyllanthi strain TISTR 2346 NODE_939_length_1004_cov_11.9464, whole genome shotgun sequence",3.0,NZ_VJZE01000939.1,Streptomyces phyllanthi
446,TcB_expanded TcdA1_expanded TcC_expanded,"NC_013131.1 Catenulispora acidiphila DSM 44928, complete sequence",3.0,NC_013131.1,Catenulispora acidiphila
447,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_JH651384.1 Thiothrix nivea DSM 5205 Thiniscaffold_4, whole genome shotgun sequence",4.0,NZ_JH651384.1,Thiothrix nivea
448,TcB_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcC_expanded,"NZ_PYAW01000034.1 Chitinophaga niastensis strain DSM 24859 Ga0180968_134, whole genome shotgun sequence",5.0,NZ_PYAW01000034.1,Chitinophaga niastensis
449,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_WMJZ01000174.1 Escherichia alba strain B35 Scaffold174, whole genome shotgun sequence",3.0,NZ_WMJZ01000174.1,Escherichia alba
450,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_SNZP01000034.1 Paludibacterium purpuratum strain CECT 8976 Ga0244630_134, whole genome shotgun sequence",4.0,NZ_SNZP01000034.1,Paludibacterium purpuratum
451,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_CP010896.1 Pseudomonas simiae strain PCL1751 chromosome, complete genome",5.0,NZ_CP010896.1,Pseudomonas simiae
452,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_SMJU01000044.1 Arundinibacter roseus strain DMA-k-7a NODE_44_length_530_cov_76.334988, whole genome shotgun sequence",3.0,NZ_SMJU01000044.1,Arundinibacter roseus
453,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_FAOS01000004.1 Janthinobacterium sp. CG23_2 isolate Janthinobacterium sp. CG23_25, whole genome shotgun sequence",4.0,NZ_FAOS01000004.1,Janthinobacterium sp.
454,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_VSFF01000027.1 Actinomadura syzygii strain GKU157 NODE_27_length_7404_cov_45.440429, whole genome shotgun sequence",3.0,NZ_VSFF01000027.1,Actinomadura syzygii
455,A1_expanded A2_expanded TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NC_012962.1 Photorhabdus asymbiotica, complete sequence",11.0,NC_012962.1,Photorhabdus asymbiotica
456,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FSRS01000002.1 Rhodovulum sp. ES.010, whole genome shotgun sequence",3.0,NZ_FSRS01000002.1,Rhodovulum sp.
457,A1_expanded A2_expanded TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CBXF010000164.1 Xenorhabdus szentirmaii DSM 16338, whole genome shotgun sequence",13.0,NZ_CBXF010000164.1,Xenorhabdus szentirmaii
458,A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CACSJQ010000143.1 Serratia sp. 18057 isolate 18057_Serratia_Ancestor, whole genome shotgun sequence",10.0,NZ_CACSJQ010000143.1,Serratia sp.
459,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FNKR01000003.1 Pseudomonas gessardii strain LMG 21604, whole genome shotgun sequence",3.0,NZ_FNKR01000003.1,Pseudomonas gessardii
460,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_SMSL01000028.1 Candidatus Brocadiaceae bacterium S225 S225a_contig00028, whole genome shotgun sequence",3.0,NZ_SMSL01000028.1,Candidatus Brocadiaceae
461,A2_expanded TcB_expanded TcC_expanded,"NZ_VZZK01000111.1 Methylobacterium soli strain YIM 48816 Scaffold111, whole genome shotgun sequence",3.0,NZ_VZZK01000111.1,Methylobacterium soli
462,A1_expanded A2_expanded TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_LRSO01000023.1 Pseudomonas thivervalensis strain LMG 21626 Contig9, whole genome shotgun sequence",8.0,NZ_LRSO01000023.1,Pseudomonas thivervalensis
463,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_CP028272.1 Mixta intestinalis strain SRCM103226 plasmid unnamed1, complete sequence",4.0,NZ_CP028272.1,Mixta intestinalis
